audit_id,complaint_id,rule_id,checked_at,result,escalated,escalation_reason,pipeline_stage,agent_name,invocation_latency_ms
50d9f6db-d601-457e-b77b-5a5087e3fb69,106de681-95e9-42d7-a18d-b6e50b83b544,,2025-12-28T11:40:33+00:00,pass,False,,data_pull,triage-agent-v1,153
4b595745-9b7c-4db2-b06d-96669351cefc,85d72544-8e3e-4028-9aca-9b58d2456b90,,2026-01-15T17:28:33+00:00,block,False,,data_pull,triage-agent-v1,239
21fcf33c-d4f5-458f-9589-9af913f8af80,52367191-4581-4bcd-9802-b1e690e4c4bc,,2025-12-07T21:36:33+00:00,pass,False,,escalation,decision-agent-v1,109
cf4a9251-63f3-4503-88fd-00b284dbd135,b1aceea0-0852-4fd7-bc52-8f40782377fa,,2026-02-10T10:40:33+00:00,pass,False,,resolution,decision-agent-v1,106
0fed939d-b8d8-45f8-8152-43c73cd42baa,056a222f-3369-49ee-af4d-9cff055f3f09,,2025-11-11T15:09:33+00:00,pass,False,,data_pull,triage-agent-v1,102
aaf09b44-7c77-4157-8872-f66152557fae,73b88e8d-2b25-427b-9045-24cd78bcfc64,,2026-01-09T14:55:33+00:00,pass,False,,draft_generation,resolution-agent-v1,4024
be92f19a-3ee1-4d0c-a826-955b171c4493,a0467d0a-bbb8-415a-927b-517c5efa7738,,2025-09-24T05:27:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2750
12f4a694-0c28-4808-8efb-dda31e461ec0,9a0693e3-9f4a-4cb7-8288-3db2cc7b96df,,2025-10-28T17:28:33+00:00,pass,False,,resolution,decision-agent-v1,84
015f9179-160d-4d11-b1a9-de2d10762462,6cff6a6d-4c91-44cc-b074-a4781f368915,CR-011,2025-10-28T10:46:33+00:00,pass,False,,compliance_check,resolution-agent-v1,858
34ed704b-c839-40b5-b6ae-c2a6bd52c0b3,f9885b66-55ea-418e-bf0c-09a2a6778706,,2025-09-07T16:53:33+00:00,warn,False,,draft_generation,resolution-agent-v1,1910
12d2de67-304e-4d00-91a5-53e91606ad26,728bd44b-9815-45e2-8b41-36563473f3ab,,2025-11-07T10:26:33+00:00,pass,False,,data_pull,triage-agent-v1,51
e5a09665-4cfe-4b28-92a9-718e21d4d9fa,90e41607-cd6e-447a-a250-6242a733d717,,2026-01-21T04:57:33+00:00,pass,False,,data_pull,triage-agent-v1,279
22b592a2-a91a-46d3-ac39-03e02032d847,3b7aeec9-4465-47eb-948e-64228db6f744,CR-001,2026-02-28T12:23:33+00:00,pass,False,,compliance_check,resolution-agent-v1,4408
e7412e36-422f-469c-879d-28997db13688,480c4a2b-e1e5-4fb9-b28f-081208f7860b,,2025-11-14T15:42:33+00:00,pass,False,,draft_generation,resolution-agent-v1,1329
b6dbaf05-d713-4da1-8b41-a5647186d693,1807a752-9703-4f6b-b5ec-029b684ece2b,,2026-02-10T01:41:33+00:00,pass,False,,resolution,decision-agent-v1,205
fb450695-3c1c-4254-bf64-f5fc53ddaddf,ec26daaa-0ead-4bb1-9e70-989290ec7703,,2025-09-06T23:39:33+00:00,pass,False,,resolution,decision-agent-v1,290
29e60754-8370-4c86-9c2f-1549522ba71c,015afb29-8e75-4ff8-ab95-e1fd0c110179,,2026-01-03T08:14:33+00:00,warn,False,,draft_generation,resolution-agent-v1,1988
df79cfa8-ef3c-41f9-bbcd-f5b922b0f133,b2844de7-f628-4233-83d5-961f31632ac4,,2025-10-14T11:17:33+00:00,pass,False,,escalation,decision-agent-v1,227
e31e72e0-7f31-41a1-993f-48bbf09e7826,2fc21272-6815-49b3-9e0a-473443d6cbd6,,2025-11-10T05:03:33+00:00,pass,False,,data_pull,triage-agent-v1,251
7c83382e-4910-4c7c-9064-158afa315711,73a61fe0-3d9a-47ff-a075-0e0210e6ccd0,,2026-01-08T02:16:33+00:00,warn,False,,escalation,decision-agent-v1,97
85852326-34c9-46bb-bb12-39ea86e08eb3,143c2887-b9ee-48de-8b8c-61a6ae63adb8,,2025-10-21T11:31:33+00:00,pass,False,,data_pull,triage-agent-v1,207
4e85ceb5-6185-4080-8c19-daf050f01bab,0828b756-2225-4da3-a0e6-ce8a8ce13b15,,2025-12-31T07:50:33+00:00,pass,False,,data_pull,triage-agent-v1,150
369d362f-6755-43a7-899e-48a9599fc887,aa063ded-81fd-419b-b254-863fcfdd814c,,2025-09-22T18:22:33+00:00,warn,False,,classification,triage-agent-v1,71
7003c0bd-0663-45d9-aa48-a34d89bf04d4,ea226820-61dd-4aa4-b974-5f057c0d43d0,,2026-02-23T01:06:33+00:00,pass,False,,classification,triage-agent-v1,92
886e54e8-9db5-4d5c-970f-75925a2a22a7,4d144508-d24e-4985-bb9f-a6d73876f424,,2026-02-17T04:47:33+00:00,pass,False,,escalation,decision-agent-v1,293
044a496c-ff53-470b-a7a2-8532f6dd8e6e,be6dc447-36d1-4970-a9b0-c4c17f510e15,,2025-11-19T21:37:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2820
916d3a70-1bae-40de-bf51-f11eb48deeb3,988dca8e-e5bd-4268-93e4-ff4c3d7e7ed9,,2025-12-27T14:44:33+00:00,pass,False,,data_pull,triage-agent-v1,111
032d2f2d-511e-41a2-88b3-a9cd4e5fde1a,26d95d89-2432-4583-8b83-250e6e2c51ca,,2025-11-15T14:12:33+00:00,pass,False,,draft_generation,resolution-agent-v1,1566
12b054a6-e91e-46e2-a579-704aadc10128,988dca8e-e5bd-4268-93e4-ff4c3d7e7ed9,,2025-12-20T19:49:33+00:00,pass,False,,escalation,decision-agent-v1,169
33f675b8-e20b-4c95-a6ba-308642b800f3,6c2b3d6e-e17d-458a-8eef-ac210d038ac6,,2025-09-30T04:08:33+00:00,pass,False,,escalation,decision-agent-v1,222
14753412-da1f-4e8c-8eb9-d414907b0c21,10b50d1b-2717-4798-8b42-a387152dede0,CR-012,2025-12-14T14:04:33+00:00,pass,False,,compliance_check,resolution-agent-v1,2033
90d93055-b590-4126-b3a6-0264a6fa0db6,4abd0a0f-2c31-490c-a8cb-c6d16286a70e,,2025-10-06T16:25:33+00:00,warn,False,,resolution,decision-agent-v1,264
2c09985c-8880-4898-b895-a63cd2b24e1b,75d5cf46-73e1-4437-8ebe-1dac2706b551,,2026-01-30T21:47:33+00:00,pass,False,,escalation,decision-agent-v1,288
8527b9a5-b09c-4e3e-afb1-262467efed9e,267c9968-d91f-4cf3-9a59-7c290578d6ed,,2025-11-04T19:24:33+00:00,warn,False,,data_pull,triage-agent-v1,91
7027240c-7d8d-44ed-978e-cd0b984811c1,7258f950-8b50-44d3-b5b1-5ba15427802a,,2026-02-04T00:30:33+00:00,pass,False,,resolution,decision-agent-v1,85
445f3545-bf9e-4c42-8d75-93c72246e374,9c8cf56a-0e38-4cdc-bd1f-b2f18ec48113,,2026-01-29T12:49:33+00:00,pass,False,,draft_generation,resolution-agent-v1,1606
e8cc7025-2410-41f6-8316-847cfca5487b,3376b83f-e6d2-4f64-b906-dfa0bee59eaa,,2026-01-05T19:34:33+00:00,pass,False,,classification,triage-agent-v1,293
dc042084-ff17-4fca-a80e-11a0cc54ce32,96e37276-1375-4d08-8a3c-6ca28f005bad,,2026-01-02T08:22:33+00:00,pass,False,,draft_generation,resolution-agent-v1,4471
b4701d79-aa84-45c2-b1ea-c7056a47f364,502260e4-3d83-4b28-89ae-08cda08faed5,,2026-01-11T17:11:33+00:00,pass,False,,resolution,decision-agent-v1,267
8c7175fd-41bd-44d8-b4c2-9232495c6efa,7398ab79-9746-4a39-8f05-c6b08c5077ad,CR-009,2025-12-20T19:02:33+00:00,warn,False,,compliance_check,resolution-agent-v1,2352
707cce52-3d54-43a2-9ce0-30ce1aba8594,e7ab661a-44de-4d12-bdec-5b17be5e423b,,2025-12-11T15:42:33+00:00,pass,False,,escalation,decision-agent-v1,93
2dc89f52-0761-4581-ab5c-cb8748aeb699,16931a55-3c8d-4bf4-9d78-3fdca4e03e4f,,2025-12-09T12:49:33+00:00,block,False,,resolution,decision-agent-v1,295
27bee698-11fc-4cee-b6b0-003a810cfe4d,24d84ade-92b9-4cf4-bc5e-05cdf6474788,,2025-10-10T00:11:33+00:00,warn,False,,data_pull,triage-agent-v1,50
a6bb9275-12d0-4eb6-8406-5129b0bd2fbd,351202c0-93ad-43b2-a0f4-c50cd246f5e4,CR-014,2025-12-08T23:26:33+00:00,pass,False,,compliance_check,resolution-agent-v1,2961
1f6fb75e-7fe0-4e65-b26c-7be4173f0bb9,5ba3f178-94b0-4721-85e6-2c4a728c1bed,,2025-12-20T00:50:33+00:00,pass,False,,escalation,decision-agent-v1,110
b6aa2662-52de-4630-8b84-8882fb43e5b2,e7d1e186-2afc-44c9-8f1a-8bd0568a4880,,2025-11-11T07:27:33+00:00,pass,False,,escalation,decision-agent-v1,236
40442a9d-c1a0-44bd-8957-66a5b4480673,502260e4-3d83-4b28-89ae-08cda08faed5,,2025-10-03T10:38:33+00:00,pass,False,,data_pull,triage-agent-v1,296
b2fd9798-63d8-41ef-9670-7d3c2a2ade1b,32f16230-70dc-4897-b603-52437a830a97,CR-006,2025-10-08T02:43:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1012
8924504a-e15e-42e3-a3c3-1f2a48788d3a,8400b4fc-0081-4f75-a31e-f46ade67c7d2,,2025-10-29T22:54:33+00:00,pass,False,,resolution,decision-agent-v1,95
e4bbc010-2f72-4772-8f69-e28bbd67c0dc,a73ebd4b-28b3-4eca-996d-e1e9904e330b,CR-015,2026-02-22T15:36:33+00:00,block,False,,compliance_check,resolution-agent-v1,4436
4efa6796-9bed-435a-89f7-651245d73ac3,241d1f33-cb61-450b-946b-ff83a23f24aa,,2025-10-07T20:39:33+00:00,warn,False,,resolution,decision-agent-v1,295
849f88cb-9b98-4c8e-97e1-ce4e0b20deca,f6ef66dc-23b6-4989-90e6-2895fddf0f4a,,2026-02-21T21:22:33+00:00,pass,False,,classification,triage-agent-v1,186
0102709b-d7dd-4e88-a3a9-519a9187d39e,5ce1d92f-8d42-486e-b945-e3b2bae2da0d,CR-009,2026-01-20T01:33:33+00:00,pass,False,,compliance_check,resolution-agent-v1,856
0b67f694-1092-4c7b-81ee-fb5d23936b69,4abd0a0f-2c31-490c-a8cb-c6d16286a70e,,2025-11-03T08:29:33+00:00,pass,False,,data_pull,triage-agent-v1,278
012ca098-01fb-4788-9f3c-edfc06e38b9c,b9abe0e7-70f0-40be-90e6-d59c847d6118,,2025-11-18T22:34:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2303
bb2ba780-9625-4b8e-a40d-5a4e282e8625,344740f6-40db-47af-8abe-b8714d710791,,2025-11-09T10:34:33+00:00,pass,False,,classification,triage-agent-v1,233
f296d855-3d76-419e-9a35-35cb2f21cafd,2d4d9d8b-3cd5-4b2e-8210-eddcc4162711,,2025-09-29T01:31:33+00:00,pass,False,,escalation,decision-agent-v1,292
9fe36876-3246-4110-b854-28a7868be112,dda07486-5ef3-440d-b3b6-b4c5be9d6f7d,,2025-10-20T05:21:33+00:00,warn,False,,escalation,decision-agent-v1,73
f18378a4-a21c-434c-b69f-019f6ccf24a3,b27dce8f-135f-4df1-91e2-94fd8ff42cc2,,2026-01-03T03:58:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2209
b8c50d54-a4ad-431a-8f9a-24e2b63b3552,e7ab661a-44de-4d12-bdec-5b17be5e423b,,2025-10-20T08:28:33+00:00,pass,False,,resolution,decision-agent-v1,289
259aeef9-11e1-497b-9727-80cdc0263295,7df76293-ab83-4d57-aa17-80604b06b1c9,,2025-09-07T10:09:33+00:00,warn,False,,data_pull,triage-agent-v1,139
70817f5c-8720-4f62-a734-435909883ad1,397c4b6f-1b02-4c33-99b2-c572a991bb54,CR-003,2026-01-23T14:48:33+00:00,pass,False,,compliance_check,resolution-agent-v1,3164
3055365d-43e0-4fd3-876b-05d4df83aa27,0bdb9ffd-1edb-4c2a-abd8-2ff2c5ddde8a,,2025-11-27T00:10:33+00:00,pass,False,,classification,triage-agent-v1,90
9d9ad484-d64d-4153-a03f-a3f5f96ed106,5921bfd7-2943-4113-bb16-9dc90fd58184,,2025-11-13T11:14:33+00:00,pass,False,,data_pull,triage-agent-v1,240
ae9a1da8-dbcc-499b-bbb8-c6f13e8a1277,52367191-4581-4bcd-9802-b1e690e4c4bc,,2025-12-06T14:06:33+00:00,block,False,,data_pull,triage-agent-v1,111
c8d00bb4-ec40-4edc-87e8-48667fb0dcf3,1f30c6a4-c3af-4d76-afe2-4e27980278bf,CR-015,2026-02-24T21:41:33+00:00,pass,False,,compliance_check,resolution-agent-v1,885
fd2e11e0-378b-429c-8ec0-7995af774e88,06839f90-4c64-4ba9-b553-000ee1977894,,2026-01-16T15:17:33+00:00,block,False,,escalation,decision-agent-v1,137
9cce93c0-0dcc-4463-8edc-660cc0ea2994,91b43a42-778a-4d10-8f47-1e61022a02f1,CR-014,2026-02-09T02:22:33+00:00,block,False,,compliance_check,resolution-agent-v1,1635
659099c4-6810-4f77-9067-36dd914f70c1,e7ab661a-44de-4d12-bdec-5b17be5e423b,,2025-11-04T05:22:33+00:00,pass,False,,resolution,decision-agent-v1,123
9bea2f11-bce8-41f7-a67e-17094b8a017a,d639f721-df33-421a-a051-5ee354ea2e68,,2026-01-02T04:51:33+00:00,pass,False,,escalation,decision-agent-v1,216
7434078f-85c6-48d1-898b-75bfb90f9a1e,c7cbc0b7-26f5-4b68-afaa-717062e02854,,2026-02-27T04:27:33+00:00,warn,False,,resolution,decision-agent-v1,143
a98e6fa9-8f4d-4caa-b69c-7e0074e950e5,432b2e47-3fa0-4bd3-830a-484b63d9620b,,2026-01-08T11:01:33+00:00,pass,False,,classification,triage-agent-v1,253
5450c357-c59f-493b-9789-f2ddd096fb1a,1bad9d7e-61a9-4460-bd90-d3001b7db2b0,,2025-09-17T09:58:33+00:00,warn,False,,draft_generation,resolution-agent-v1,1990
df66c0f6-398c-4d68-8116-e2fd33e3f268,08861ead-b817-4391-b28b-8fb4a0cf3f86,,2025-12-25T07:30:33+00:00,pass,False,,data_pull,triage-agent-v1,262
b3ef469c-04f4-4826-939f-cf134aa0744f,157c12e3-61bd-4f20-b47c-91a552f90704,,2025-09-12T14:10:33+00:00,pass,False,,classification,triage-agent-v1,75
0d71e254-2fa8-47c3-af87-de495f56f500,f0f62511-8381-4ecb-9bd5-19381a575e30,CR-007,2025-12-05T00:19:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1663
815cf50a-79d6-4135-986e-73a13547221f,36001e34-1058-49b2-84e2-f72fc2eb15e3,,2025-10-01T01:51:33+00:00,block,False,,data_pull,triage-agent-v1,154
da493d9b-604e-40f6-88ed-9609af69861d,17bbfd09-1fe1-41e4-b466-d09d361e3bc9,,2026-01-04T15:11:33+00:00,pass,False,,data_pull,triage-agent-v1,64
1f7017c0-86ac-400e-868c-a4612173e15e,ea226820-61dd-4aa4-b974-5f057c0d43d0,CR-015,2026-01-22T14:10:33+00:00,warn,False,,compliance_check,resolution-agent-v1,2785
6a3cf60c-88d6-4157-b6bd-f4e58d493db7,87a495ea-45ce-4279-b6cb-feaea3915dc5,,2026-02-12T18:43:33+00:00,warn,False,,data_pull,triage-agent-v1,116
4b0bc717-6c9d-4108-b33f-0378c0dc5d7c,d6f56c44-5f36-4c70-854b-a21674d58e9e,,2025-10-21T09:56:33+00:00,warn,False,,classification,triage-agent-v1,171
9ff6e0cc-ceb1-4b67-b421-85f51d05a58b,1adbd666-3296-4362-a44d-8f8ec4ff0ac9,,2025-09-28T12:50:33+00:00,pass,False,,escalation,decision-agent-v1,226
598be119-283b-4e5e-8a82-1f9e510b6a7c,d72380ff-931f-4b7c-9173-8ea2ae458112,,2025-10-12T19:34:33+00:00,pass,False,,escalation,decision-agent-v1,299
e50f8704-e784-42ca-94ac-0ddfa078563a,3c8aceec-1580-4887-94c3-40c36e59831f,,2026-02-16T16:56:33+00:00,pass,False,,classification,triage-agent-v1,138
0c195049-55bd-482a-a198-a7017c8c3f49,0f980e81-82a0-415b-9074-692411f33c05,,2025-10-12T14:37:33+00:00,pass,False,,data_pull,triage-agent-v1,128
4aef5c40-1734-44f0-9c63-17a5b9f0b08d,351202c0-93ad-43b2-a0f4-c50cd246f5e4,,2025-11-04T11:28:33+00:00,warn,False,,draft_generation,resolution-agent-v1,3001
58033567-042f-4e26-a2eb-0c5ae6358580,a4ebd681-6456-4f76-b79a-1f5c053edc87,,2025-12-24T06:15:33+00:00,warn,False,,draft_generation,resolution-agent-v1,3699
2f257039-df48-4b9f-996f-782c51424834,8beef5b6-5e37-405d-b19b-9e573c2a798e,CR-007,2025-10-21T09:46:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1653
2a0113d3-e2a4-4f2d-84b3-40af40174ba9,cbe00c49-b30c-42f3-b55d-34b187a73f38,,2025-09-16T22:02:33+00:00,warn,False,,escalation,decision-agent-v1,272
1a61d99e-4afb-4abf-a73c-433890318130,6c2b3d6e-e17d-458a-8eef-ac210d038ac6,,2025-09-16T22:08:33+00:00,pass,False,,classification,triage-agent-v1,284
56f124f4-c5cf-4f0f-9696-485866f0b3f6,5e3d6727-cd42-44b7-990b-6381e1d5e9af,,2025-10-07T02:50:33+00:00,warn,False,,classification,triage-agent-v1,190
682fb796-09f2-4891-a945-01e451fd1224,247de2e5-9c4e-4e46-9c1f-f528ea1e1953,,2025-12-12T11:02:33+00:00,pass,False,,classification,triage-agent-v1,246
9f034713-3fca-42c6-a102-e2ac21483f23,1df2f02b-d924-41f5-b5da-f3b4ba6171e5,,2026-02-18T16:33:33+00:00,warn,False,,data_pull,triage-agent-v1,182
2d588105-5752-4157-8958-2eb559885b1a,7bbd4f39-2955-41e4-b2c9-4092b9080483,,2025-09-24T17:32:33+00:00,pass,False,,classification,triage-agent-v1,215
c20378c9-64a9-434a-89b9-666c7c534e39,79288f52-7745-4bf6-adff-21e410487f80,,2026-01-17T19:21:33+00:00,pass,False,,escalation,decision-agent-v1,274
98fc583a-7118-4f7e-b31f-2f8688192c46,eefaec1d-a473-4ad9-9822-5a9a270ce2d3,,2025-10-03T23:10:33+00:00,pass,False,,draft_generation,resolution-agent-v1,936
4334665e-268b-42d4-8184-38a54235ae5d,3a4b95ca-792c-4d3d-bf45-9cda4f1c96db,CR-013,2025-09-21T17:47:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1401
9cee7f12-ed8a-4e2e-ba85-f1f62bb0c51c,960e41e5-5405-4227-b188-f645ed258391,,2025-10-30T17:31:33+00:00,warn,False,,escalation,decision-agent-v1,225
537662c7-44af-4a01-b953-13e66d6e5f78,408b8da7-2a3c-4298-82b9-913c8b7586c4,,2025-09-14T18:42:33+00:00,pass,False,,classification,triage-agent-v1,238
331bf57b-40a9-48a5-816c-f49f5de8acdb,c0db797f-d7c1-4304-be30-4967325ca041,,2025-12-21T22:29:33+00:00,pass,False,,classification,triage-agent-v1,108
2cd5b1e4-effe-406e-ae71-f00ecc9bb633,77edf41a-7046-495e-8e5b-e7a077e8f3fe,,2025-09-30T10:24:33+00:00,pass,False,,data_pull,triage-agent-v1,187
bd35cf72-6078-4925-8f2c-818c94e8e76e,3c8aceec-1580-4887-94c3-40c36e59831f,,2025-12-09T13:27:33+00:00,warn,False,,resolution,decision-agent-v1,202
47cdb6e5-94bf-4024-872f-027f0bb4d144,cfbda653-48a5-4559-9d2b-47566c73ce05,,2025-11-30T13:33:33+00:00,pass,False,,data_pull,triage-agent-v1,248
98864b2b-0557-4dcc-b7b5-f115fbf3ffdb,65a2b66e-b0a4-4263-bf7a-9a5b220c7286,,2025-10-21T20:21:33+00:00,pass,False,,draft_generation,resolution-agent-v1,2957
5bc07ac9-52ca-4e3a-bea4-8c24ca8dfed9,f0f62511-8381-4ecb-9bd5-19381a575e30,,2026-01-25T16:07:33+00:00,pass,False,,escalation,decision-agent-v1,210
e061ced2-81be-49df-97f1-eff089df2eac,7df76293-ab83-4d57-aa17-80604b06b1c9,,2025-12-16T04:59:33+00:00,warn,False,,draft_generation,resolution-agent-v1,4328
7dfefd29-baf3-4642-b733-5375d05ecd94,6132f7e8-3b1b-45b8-9457-9078f3aafd6a,,2025-11-28T00:21:33+00:00,warn,False,,draft_generation,resolution-agent-v1,2111
d5d31934-9d1d-41af-b1bf-6a611ffc6a6f,cda0c4c4-d520-4fbc-8cd2-900137a0871c,,2025-10-21T21:18:33+00:00,block,False,,data_pull,triage-agent-v1,221
2c99eccf-76a3-49b4-842e-1ff497ab3881,7df76293-ab83-4d57-aa17-80604b06b1c9,,2026-02-08T23:36:33+00:00,pass,False,,resolution,decision-agent-v1,279
6a6e9df8-fc4f-4a99-a2dc-9bf99284e6d7,c69e49da-8a6c-427a-b579-1b4bb258fbfc,,2025-12-04T01:49:33+00:00,warn,False,,escalation,decision-agent-v1,251
13f16eb6-b2f0-4ce7-867a-a78a6b3fd480,6f5f9d12-8714-4b39-9ce1-204116b72322,,2025-09-12T15:49:33+00:00,pass,False,,data_pull,triage-agent-v1,62
1e997471-3c5e-4ee7-a26a-ea0c8312430e,0828b756-2225-4da3-a0e6-ce8a8ce13b15,CR-013,2025-10-22T16:25:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1495
0287c333-ae6b-4a5d-9628-fc8952257644,01b02cf3-f122-4382-8f52-d0ef6039aea3,,2025-10-06T07:53:33+00:00,pass,False,,classification,triage-agent-v1,293
70658d29-c12b-4ec3-9461-1edebc545528,40a66ad0-f842-46b3-804a-94240ebb898a,,2025-09-24T02:02:33+00:00,pass,False,,data_pull,triage-agent-v1,51
4c2e87c7-dbc6-4065-9cc9-923b314e3a3b,0665be7e-d1d2-410b-acbb-7c0c87e01093,,2026-02-12T03:41:33+00:00,block,False,,classification,triage-agent-v1,80
b92526a0-3cce-4eaf-9d0a-887f101fab6b,a2b90015-7079-44df-b054-1ad57c33427a,CR-008,2025-09-12T20:56:33+00:00,warn,False,,compliance_check,resolution-agent-v1,2541
c2c5f610-4714-4bf3-a717-97685450cb81,833d6e91-abdc-44bf-9e1f-dd436a9e7139,,2025-10-26T05:49:33+00:00,pass,False,,escalation,decision-agent-v1,169
3c7da349-0f26-4a09-a7aa-58f0a4bb8c73,7a424418-6da2-40af-8d5f-58d5ca25b629,,2025-12-07T01:30:33+00:00,block,False,,draft_generation,resolution-agent-v1,3203
634ce639-7eb0-44b7-96d3-0ee707145547,aff77518-6c0d-4c93-8eec-506f7101a039,CR-005,2025-09-06T10:48:33+00:00,pass,False,,compliance_check,resolution-agent-v1,1373
63a35785-65f3-4177-9569-8c65b1a21d8b,7bbd4f39-2955-41e4-b2c9-4092b9080483,,2025-12-15T09:52:33+00:00,pass,False,,data_pull,triage-agent-v1,285
6ca5e9ab-5512-45bb-aab1-6213dbbe9310,241d1f33-cb61-450b-946b-ff83a23f24aa,,2025-11-15T08:57:33+00:00,pass,False,,data_pull,triage-agent-v1,166
78275455-8eb3-4923-beb4-688b6fb961e7,85644abe-9047-49d6-8208-6ce014c576f5,,2025-12-31T03:01:33+00:00,pass,False,,draft_generation,resolution-agent-v1,4033
41de17cf-e040-4333-80d5-ccf986ba09c8,9638019a-32a6-4cb2-93b6-6875964ed01d,,2026-01-04T12:06:33+00:00,pass,False,,classification,triage-agent-v1,88
bd54df1f-9c60-4e5f-83f0-4195151179f1,ff3fb573-9994-4e30-aada-a7069187634b,,2025-10-31T00:40:33+00:00,pass,False,,escalation,decision-agent-v1,91
d183b2d7-6782-4e85-8182-03d856e286d6,a8ac992e-7a83-457e-be62-9a60e9d468df,,2026-01-16T22:52:33+00:00,block,False,,classification,triage-agent-v1,279
ea203738-4d1c-4d11-ac78-078d6f563379,06839f90-4c64-4ba9-b553-000ee1977894,,2025-09-12T17:57:33+00:00,pass,False,,resolution,decision-agent-v1,79
bbd2f7f6-898b-4b49-928f-040c2a6c064f,696877f9-52a5-46a1-8471-9e211882d105,,2026-02-16T01:19:33+00:00,pass,False,,draft_generation,resolution-agent-v1,3269
df595d52-34bd-4d8a-a5da-cd6bc2ddf482,922b8893-0f3d-408d-9451-547014e00c77,,2025-12-14T03:16:33+00:00,pass,False,,escalation,decision-agent-v1,125
d31ec94b-7e0c-45b4-a2df-97b1e1fb18fd,5921bfd7-2943-4113-bb16-9dc90fd58184,,2025-09-16T05:51:33+00:00,pass,False,,data_pull,triage-agent-v1,56
c62bbf0b-22fe-4f1c-8cab-6a1f5c2314f2,1adbd666-3296-4362-a44d-8f8ec4ff0ac9,,2026-02-10T01:34:33+00:00,pass,False,,draft_generation,resolution-agent-v1,3078
d80e3996-fcc8-46b1-bcd1-dec78df9cb86,85644abe-9047-49d6-8208-6ce014c576f5,,2026-02-15T07:25:33+00:00,block,False,,data_pull,triage-agent-v1,121
68eaab2a-85dd-401c-b04b-da7259d8eb64,b66005d1-22a6-4dfa-abc2-7ab97a09784b,,2025-10-08T06:07:33+00:00,pass,False,,escalation,decision-agent-v1,239
29b60d8d-a57f-408d-8fae-7aa482735e56,b1aceea0-0852-4fd7-bc52-8f40782377fa,,2025-09-12T15:53:33+00:00,warn,False,,draft_generation,resolution-agent-v1,3663
96b06433-8f31-4718-b556-2fa23b885d34,3a4b95ca-792c-4d3d-bf45-9cda4f1c96db,,2026-02-21T22:19:33+00:00,pass,False,,draft_generation,resolution-agent-v1,3017
c340fce4-7ba2-42b6-8356-5fc27262b3a4,3b7aeec9-4465-47eb-948e-64228db6f744,,2025-10-20T22:09:33+00:00,block,False,,data_pull,triage-agent-v1,230
c42433a2-4d86-4480-949f-3c73a7fd35ee,b66005d1-22a6-4dfa-abc2-7ab97a09784b,,2026-01-31T08:35:33+00:00,pass,False,,draft_generation,resolution-agent-v1,1449
0eb8e0d0-63b2-4078-881f-258e38c259dd,aff77518-6c0d-4c93-8eec-506f7101a039,,2025-10-03T06:41:33+00:00,pass,False,,data_pull,triage-agent-v1,93
cb2c932f-7715-4a77-9248-bfb524058271,4063ff84-b451-49f1-80bc-277a729ddca5,,2025-12-31T07:38:33+00:00,pass,False,,escalation,decision-agent-v1,199
3d5cd87b-00f0-40ea-a435-4de2f43dd33c,1120c1bd-9d58-4507-a19a-fba0f2009e22,CR-009,2025-11-26T17:07:33+00:00,warn,False,,compliance_check,resolution-agent-v1,1307
0354f44e-38c6-4221-af19-cc47530fb124,d639f721-df33-421a-a051-5ee354ea2e68,,2026-02-27T01:45:33+00:00,warn,False,,draft_generation,resolution-agent-v1,1090
65c7473d-8f5d-4914-89ed-cb4b162954a2,36c9668a-af2d-46db-83a4-d6aebc6bf831,,2025-10-15T04:09:33+00:00,pass,False,,classification,triage-agent-v1,120
be325d50-58ae-4712-b538-115567d7127b,351202c0-93ad-43b2-a0f4-c50cd246f5e4,,2025-11-12T02:03:33+00:00,pass,False,,classification,triage-agent-v1,88
bc2a4e87-a26c-4a92-8eae-aed5175fa647,38355d56-3a92-4d16-aafa-fc53cf92e697,,2026-01-22T12:03:33+00:00,pass,False,,resolution,decision-agent-v1,171
3c0e89a9-ceaf-4097-8fca-6156948d8bb3,7b07b8b2-1157-44d3-8dcb-fdbc49ace41a,,2025-10-18T03:41:33+00:00,warn,False,,escalation,decision-agent-v1,241
c5c4165f-97e3-45b2-8270-8cd3303dc8b7,a73ebd4b-28b3-4eca-996d-e1e9904e330b,,2025-11-25T23:37:33+00:00,warn,False,,draft_generation,resolution-agent-v1,2932
a9a45c21-1b54-4823-857b-9f2940447a14,9ea6f83e-4374-4383-a3fb-fed7104e5380,,2025-12-22T09:42:33+00:00,pass,False,,escalation,decision-agent-v1,292
a70cfde8-d332-4214-9623-555c71adb6e3,126fc271-075b-4a7e-a55b-90476c27736c,,2025-09-29T05:14:33+00:00,pass,False,,resolution,decision-agent-v1,154
